# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,product_accession,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2171065,2171838,-,WP_000648784.1,WP_000648784.1,,glucose-1-phosphate cytidylyltransferase,rfbF,,SL1344_RS10760,774,257,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2171835,2172827,-,,,,,,,SL1344_RS10765,993,,old_locus_tag=SL1344_2070
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2171835,2172827,-,WP_000018226.1,WP_000018226.1,,protein RfbI,,,SL1344_RS10765,993,330,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2172833,2173384,-,,,,,rfbC,,SL1344_RS10770,552,,old_locus_tag=SL1344_2071
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2172833,2173384,-,WP_000973708.1,WP_000973708.1,,"dTDP-4-dehydrorhamnose 3,5-epimerase",rfbC,,SL1344_RS10770,552,183,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2173385,2174263,-,,,,,,,SL1344_RS10775,879,,old_locus_tag=SL1344_2072
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2173385,2174263,-,WP_000857529.1,WP_000857529.1,,glucose-1-phosphate thymidylyltransferase,,,SL1344_RS10775,879,292,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2174311,2175210,-,,,,,,,SL1344_RS10780,900,,old_locus_tag=SL1344_2073
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2174311,2175210,-,WP_001023662.1,WP_001023662.1,,NAD(P)-dependent oxidoreductase,,,SL1344_RS10780,900,299,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2175210,2176295,-,,,,,rfbB,,SL1344_RS10785,1086,,old_locus_tag=SL1344_2074
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2175210,2176295,-,WP_000697840.1,WP_000697840.1,,"dTDP-glucose 4,6-dehydratase",rfbB,,SL1344_RS10785,1086,361,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2176672,2177565,-,,,,,,,SL1344_RS10790,894,,old_locus_tag=SL1344_2075
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2176672,2177565,-,WP_000981469.1,WP_000981469.1,,UTP--glucose-1-phosphate uridylyltransferase,,,SL1344_RS10790,894,297,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2177743,2179146,-,,,,,wcaM,,SL1344_RS10795,1404,,old_locus_tag=SL1344_2076
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2177743,2179146,-,WP_001111841.1,WP_001111841.1,,colanic acid biosynthesis protein WcaM,wcaM,,SL1344_RS10795,1404,467,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2179157,2180377,-,,,,,wcaL,,SL1344_RS10800,1221,,old_locus_tag=SL1344_2077
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2179157,2180377,-,WP_000868521.1,WP_000868521.1,,colanic acid biosynthesis glycosyltransferase WcaL,wcaL,,SL1344_RS10800,1221,406,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2180374,2181654,-,,,,,wcaK,,SL1344_RS10805,1281,,old_locus_tag=SL1344_2078
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2180374,2181654,-,WP_000770904.1,WP_000770904.1,,colanic acid biosynthesis pyruvyl transferase WcaK,wcaK,,SL1344_RS10805,1281,426,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2181676,2183154,-,,,,,,,SL1344_RS10810,1479,,old_locus_tag=SL1344_2079
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2181676,2183154,-,WP_000058688.1,WP_000058688.1,,colanic acid exporter,,,SL1344_RS10810,1479,492,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2183287,2184681,-,,,,,,,SL1344_RS10815,1395,,old_locus_tag=SL1344_2080
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2183287,2184681,-,WP_000183155.1,WP_000183155.1,,undecaprenyl-phosphate glucose phosphotransferase,,,SL1344_RS10815,1395,464,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2184735,2186105,-,,,,,,,SL1344_RS10820,1371,,old_locus_tag=SL1344_2081
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2184735,2186105,-,WP_000164218.1,WP_000164218.1,,phosphomannomutase CpsG,,,SL1344_RS10820,1371,456,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2186216,2187658,-,,,,,,,SL1344_RS10825,1443,,old_locus_tag=SL1344_2082
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2186216,2187658,-,WP_000605938.1,WP_000605938.1,,mannose-1-phosphate guanyltransferase,,,SL1344_RS10825,1443,480,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2187655,2188878,-,,,,,wcaI,,SL1344_RS10830,1224,,old_locus_tag=SL1344_2083
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2187655,2188878,-,WP_000699632.1,WP_000699632.1,,colanic acid biosynthesis glycosyltransferase WcaI,wcaI,,SL1344_RS10830,1224,407,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2188875,2189348,-,,,,,,,SL1344_RS10835,474,,old_locus_tag=SL1344_2084
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2188875,2189348,-,WP_001526160.1,WP_001526160.1,,GDP-mannose mannosyl hydrolase,,,SL1344_RS10835,474,157,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2189351,2190316,-,,,,,,,SL1344_RS10840,966,,old_locus_tag=SL1344_2085
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2189351,2190316,-,WP_001041701.1,WP_001041701.1,,GDP-L-fucose synthase,,,SL1344_RS10840,966,321,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2190319,2191440,-,,,,,gmd,,SL1344_RS10845,1122,,old_locus_tag=SL1344_2086
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2190319,2191440,-,WP_000048160.1,WP_000048160.1,,"GDP-mannose 4,6-dehydratase",gmd,,SL1344_RS10845,1122,373,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2191464,2192018,-,,,,,wcaF,,SL1344_RS10850,555,,old_locus_tag=SL1344_2087
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2191464,2192018,-,WP_001153603.1,WP_001153603.1,,colanic acid biosynthesis acetyltransferase WcaF,wcaF,,SL1344_RS10850,555,184,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2192034,2192780,-,,,,,wcaE,,SL1344_RS10855,747,,old_locus_tag=SL1344_2088
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2192034,2192780,-,WP_000480132.1,WP_000480132.1,,colanic acid biosynthesis glycosyltransferase WcaE,wcaE,,SL1344_RS10855,747,248,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2192793,2194007,-,,,,,wcaD,,SL1344_RS10860,1215,,old_locus_tag=SL1344_2089
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2192793,2194007,-,WP_000091397.1,WP_000091397.1,,putative colanic acid polymerase WcaD,wcaD,,SL1344_RS10860,1215,404,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2193982,2195199,-,,,,,wcaC,,SL1344_RS10865,1218,,old_locus_tag=SL1344_2090
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2193982,2195199,-,WP_001023826.1,WP_001023826.1,,colanic acid biosynthesis glycosyltransferase WcaC,wcaC,,SL1344_RS10865,1218,405,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2195196,2195684,-,,,,,,,SL1344_RS10870,489,,old_locus_tag=SL1344_2091
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2195196,2195684,-,WP_000888725.1,WP_000888725.1,,colanic acid biosynthesis acetyltransferase WcaB,,,SL1344_RS10870,489,162,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2195687,2196529,-,,,,,,,SL1344_RS10875,843,,old_locus_tag=SL1344_2092
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2195687,2196529,-,WP_000205695.1,WP_000205695.1,,colanic acid biosynthesis glycosyltransferase WcaA,,,SL1344_RS10875,843,280,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2196616,2198775,-,,,,,,,SL1344_RS10880,2160,,old_locus_tag=SL1344_2093
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2196616,2198775,-,WP_000136405.1,WP_000136405.1,,tyrosine-protein kinase wzc,,,SL1344_RS10880,2160,719,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2198772,2199221,-,,,,,,,SL1344_RS10885,450,,old_locus_tag=SL1344_2094
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2198772,2199221,-,WP_000482224.1,WP_000482224.1,,protein-tyrosine-phosphatase,,,SL1344_RS10885,450,149,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2199227,2200366,-,,,,,,,SL1344_RS10890,1140,,old_locus_tag=SL1344_2095
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2199227,2200366,-,WP_000978077.1,WP_000978077.1,,polysaccharide export protein Wza,,,SL1344_RS10890,1140,379,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2200440,2200685,+,,,,,,,SL1344_RS25530,246,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2200440,2200685,+,WP_014344102.1,WP_014344102.1,,hypothetical protein,,,SL1344_RS25530,246,81,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2201041,2202621,+,,,,,,,SL1344_RS10895,1581,,old_locus_tag=SL1344_2096
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2201041,2202621,+,WP_000454713.1,WP_000454713.1,,TerC family protein,,,SL1344_RS10895,1581,526,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2202707,2204563,-,,,,,,,SL1344_RS10900,1857,,old_locus_tag=SL1344_2097
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2202707,2204563,-,WP_001252270.1,WP_001252270.1,,outer membrane assembly protein AsmA,,,SL1344_RS10900,1857,618,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2204602,2205183,-,,,,,,,SL1344_RS10905,582,,old_locus_tag=SL1344_2098
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2204602,2205183,-,WP_001234783.1,WP_001234783.1,,deoxycytidine triphosphate deaminase,,,SL1344_RS10905,582,193,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2205274,2205915,-,,,,,,,SL1344_RS10910,642,,old_locus_tag=SL1344_2099
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2205274,2205915,-,WP_000132082.1,WP_000132082.1,,uridine kinase,,,SL1344_RS10910,642,213,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2206246,2209236,+,,,,,,,SL1344_RS10915,2991,,old_locus_tag=SL1344_2100
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2206246,2209236,+,WP_000042954.1,WP_000042954.1,,diguanylate cyclase/phosphodiesterase,,,SL1344_RS10915,2991,996,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2209204,2210073,-,,,,,,,SL1344_RS10920,870,,old_locus_tag=SL1344_2101
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2209204,2210073,-,WP_000494714.1,WP_000494714.1,,DNA-3-methyladenine glycosylase 2,,,SL1344_RS10920,870,289,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2210096,2210194,-,,,,,,,SL1344_RS27075,99,,partial;pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2210096,2210194,-,,,,DNA-3-methyladenine glycosidase,,,SL1344_RS27075,99,,partial;pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2210207,2211559,+,,,,,,,SL1344_RS10925,1353,,old_locus_tag=SL1344_2102
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2210207,2211559,+,WP_000469629.1,WP_000469629.1,,molecular chaperone,,,SL1344_RS10925,1353,450,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2212000,2213241,+,,,,,,,SL1344_RS10930,1242,,old_locus_tag=SL1344_2103
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2212000,2213241,+,WP_000678822.1,WP_000678822.1,,multidrug resistance protein MdtA,,,SL1344_RS10930,1242,413,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2213241,2216363,+,,,,,,,SL1344_RS10935,3123,,old_locus_tag=SL1344_2104
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2213241,2216363,+,WP_001197805.1,WP_001197805.1,,multidrug resistance protein MdtB,,,SL1344_RS10935,3123,1040,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2216364,2219444,+,,,,,,,SL1344_RS10940,3081,,old_locus_tag=SL1344_2105
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2216364,2219444,+,WP_001210077.1,WP_001210077.1,,multidrug resistance protein MdtC,,,SL1344_RS10940,3081,1026,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2219441,2220853,+,,,,,,,SL1344_RS10945,1413,,old_locus_tag=SL1344_2106
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2219441,2220853,+,WP_000137816.1,WP_000137816.1,,MFS transporter,,,SL1344_RS10945,1413,470,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2220853,2222256,+,,,,,,,SL1344_RS10950,1404,,old_locus_tag=SL1344_2107
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2220853,2222256,+,WP_000870070.1,WP_000870070.1,,two-component system sensor histidine kinase BaeA,,,SL1344_RS10950,1404,467,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2222253,2222975,+,,,,,,,SL1344_RS10955,723,,old_locus_tag=SL1344_2108
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2222253,2222975,+,WP_000137854.1,WP_000137854.1,,two-component system response regulator BaeR,,,SL1344_RS10955,723,240,
gene,pseudogene,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2223244,2223562,+,,,,,,,SL1344_RS26710,319,,pseudo
CDS,without_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2223244,2223562,+,,,,hypothetical protein,,,SL1344_RS26710,319,,pseudo
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2223562,2224446,+,,,,,,,SL1344_RS10960,885,,
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2223562,2224446,+,WP_010989040.1,WP_010989040.1,,hypothetical protein,,,SL1344_RS10960,885,294,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2224446,2225162,+,,,,,,,SL1344_RS10965,717,,old_locus_tag=SL1344_2110
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2224446,2225162,+,WP_000498586.1,WP_000498586.1,,DUF1266 domain-containing protein,,,SL1344_RS10965,717,238,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2225173,2227284,+,,,,,,,SL1344_RS10970,2112,,old_locus_tag=SL1344_2111
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2225173,2227284,+,WP_000434242.1,WP_000434242.1,,DUF4034 domain-containing protein,,,SL1344_RS10970,2112,703,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2227400,2228761,+,,,,,,,SL1344_RS10975,1362,,old_locus_tag=SL1344_2112
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2227400,2228761,+,WP_001517981.1,WP_001517981.1,,U32 family peptidase,,,SL1344_RS10975,1362,453,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2229212,2230258,+,,,,,,,SL1344_RS10980,1047,,old_locus_tag=SL1344_2113
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2229212,2230258,+,WP_010989041.1,WP_010989041.1,,non-LEE encoded effector protein NleB,,,SL1344_RS10980,1047,348,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2230294,2230710,-,,,,,,,SL1344_RS10985,417,,old_locus_tag=SL1344_2114
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2230294,2230710,-,WP_001669236.1,WP_001669236.1,,Tir chaperone family protein,,,SL1344_RS10985,417,138,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2230832,2231167,-,,,,,,,SL1344_RS10990,336,,old_locus_tag=SL1344_2115
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2230832,2231167,-,WP_001542166.1,WP_001542166.1,,membrane protein,,,SL1344_RS10990,336,111,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2231729,2232628,+,,,,,yegS,,SL1344_RS11000,900,,old_locus_tag=SL1344_2117
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2231729,2232628,+,WP_001273389.1,WP_001273389.1,,lipid kinase YegS,yegS,,SL1344_RS11000,900,299,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2232681,2233733,-,,,,,,,SL1344_RS11005,1053,,old_locus_tag=SL1344_2118
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2232681,2233733,-,WP_000129590.1,WP_000129590.1,,fructose-bisphosphate aldolase,,,SL1344_RS11005,1053,350,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2233987,2235258,+,,,,,,,SL1344_RS11010,1272,,old_locus_tag=SL1344_2119
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2233987,2235258,+,WP_000858692.1,WP_000858692.1,,nucleoside permease,,,SL1344_RS11010,1272,423,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2235255,2236259,+,,,,,,,SL1344_RS11015,1005,,old_locus_tag=SL1344_2120
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2235255,2236259,+,WP_000642793.1,WP_000642793.1,,ADP-ribosylglycohydrolase family protein,,,SL1344_RS11015,1005,334,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2236256,2237221,+,,,,,,,SL1344_RS11020,966,,old_locus_tag=SL1344_2121
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2236256,2237221,+,WP_001012658.1,WP_001012658.1,,sugar kinase,,,SL1344_RS11020,966,321,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2237195,2237941,-,,,,,,,SL1344_RS11025,747,,old_locus_tag=SL1344_2122
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2237195,2237941,-,WP_000434062.1,WP_000434062.1,,GntR family transcriptional regulator,,,SL1344_RS11025,747,248,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2237977,2238777,-,,,,,thiD,,SL1344_RS11030,801,,old_locus_tag=SL1344_2123
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2237977,2238777,-,WP_001188957.1,WP_001188957.1,,bifunctional hydroxymethylpyrimidine kinase/phosphomethylpyrimidine kinase,thiD,,SL1344_RS11030,801,266,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2238764,2239561,-,,,,,,,SL1344_RS11035,798,,old_locus_tag=SL1344_2124
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2238764,2239561,-,WP_001182156.1,WP_001182156.1,,hydroxyethylthiazole kinase,,,SL1344_RS11035,798,265,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2239971,2240285,+,,,,,,,SL1344_RS11040,315,,old_locus_tag=SL1344_2125
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2239971,2240285,+,WP_000837534.1,WP_000837534.1,,nickel/cobalt homeostasis protein RcnB,,,SL1344_RS11040,315,104,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2240548,2241555,-,,,,,,,SL1344_RS11045,1008,,old_locus_tag=SL1344_2126
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2240548,2241555,-,WP_000765279.1,WP_000765279.1,,hypothetical protein,,,SL1344_RS11045,1008,335,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2241571,2244060,-,,,,,,,SL1344_RS11050,2490,,old_locus_tag=SL1344_2127
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2241571,2244060,-,WP_000945364.1,WP_000945364.1,,fimbrial biogenesis outer membrane usher protein,,,SL1344_RS11050,2490,829,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2244074,2244826,-,,,,,,,SL1344_RS11055,753,,old_locus_tag=SL1344_2128
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2244074,2244826,-,WP_071533037.1,WP_071533037.1,,fimbrial assembly protein,,,SL1344_RS11055,753,250,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2244813,2245343,-,,,,,,,SL1344_RS11060,531,,old_locus_tag=SL1344_2129
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2244813,2245343,-,WP_000830686.1,WP_000830686.1,,fimbrial protein,,,SL1344_RS11060,531,176,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2245622,2245903,-,,,,,,,SL1344_RS11065,282,,old_locus_tag=SL1344_2130
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2245622,2245903,-,WP_000760404.1,WP_000760404.1,,DUF2574 domain-containing protein,,,SL1344_RS11065,282,93,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2246181,2247290,-,,,,,,,SL1344_RS11070,1110,,old_locus_tag=SL1344_2131
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2246181,2247290,-,WP_001005424.1,WP_001005424.1,,ATP-binding protein,,,SL1344_RS11070,1110,369,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2247455,2249488,+,,,,,metG,,SL1344_RS11075,2034,,old_locus_tag=SL1344_2132
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2247455,2249488,+,WP_000195332.1,WP_000195332.1,,methionine--tRNA ligase,metG,,SL1344_RS11075,2034,677,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2249729,2250187,+,,,,,,,SL1344_RS11080,459,,old_locus_tag=SL1344_2133
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2249729,2250187,+,WP_000703137.1,WP_000703137.1,,lipoprotein,,,SL1344_RS11080,459,152,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2250359,2250889,+,,,,,,,SL1344_RS11085,531,,old_locus_tag=SL1344_2134
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2250359,2250889,+,WP_001197952.1,WP_001197952.1,,hypothetical protein,,,SL1344_RS11085,531,176,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2250946,2251413,-,,,,,,,SL1344_RS11090,468,,old_locus_tag=SL1344_2135
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2250946,2251413,-,WP_000950413.1,WP_000950413.1,,DUF1456 domain-containing protein,,,SL1344_RS11090,468,155,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2251460,2252179,-,,,,,,,SL1344_RS11095,720,,old_locus_tag=SL1344_2136
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2251460,2252179,-,WP_000598637.1,WP_000598637.1,,DNA-binding response regulator,,,SL1344_RS11095,720,239,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2252176,2253861,-,,,,,,,SL1344_RS11100,1686,,old_locus_tag=SL1344_2137
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2252176,2253861,-,WP_000272845.1,WP_000272845.1,,sensor histidine kinase,,,SL1344_RS11100,1686,561,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254084,2254815,+,,,,,,,SL1344_RS11105,732,,old_locus_tag=SL1344_2138
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254084,2254815,+,WP_001240418.1,WP_001240418.1,,transcriptional regulator,,,SL1344_RS11105,732,243,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254875,2254982,+,,,,,,,SL1344_RS11110,108,,old_locus_tag=SL1344_2139
CDS,with_protein,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254875,2254982,+,WP_001261696.1,WP_001261696.1,,membrane protein,,,SL1344_RS11110,108,35,
gene,protein_coding,GCF_000210855.2,Primary Assembly,chromosome,,NC_016810.1,2254963,2255694,-,,,,,,,SL1344_RS11115,732,,old_locus_tag=SL1344_2140
